CASEID,CONSENT,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8a,Q8b,Q8c,Q9,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q10g,Q10h,Q10i,Q10j,Q10k,Q10l,Q10m,Q10n,Q10o,Q10p,Q10q,Q10r,Q11a,Q11b,Q11c,Q11c_1,Q11c_2,Q11c_3,Q11c_4,Q11c_5,Q11c_6,Q11c_7,Q11c_8,Q11c_9,Q11c_10,Q11c_11,Q11c_12,Q11c_13,Q11c_14,Q11c_15,Q11c_16,Q11c_17,Q11c_18,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q14,Q15,Q16,Q16x,Q17,Q18,Q19,Q20a,Q20b,Q21,Q23,Q24,Q25,Q32a,Q32b,Q33,Q34,Q35,Q36,Q40,Q41,Q42,Q42x,Q43,AGE,Gender,Q16a,Q16b,Q16c,Q16c_1,Q16c_2,Q16c_3,Q16c_4,Q16c_5,Q16c_6,Q16d1,Q16d2,Q16d3,party,CNTY,FIPS,HOME,PERMAV,CD,SD,AD,F13,F14,F15,F16,F17,F18,F19,F20,EndDate,Durationinseconds,Finished,RecordedDate,lang,WEIGHT,ETHNICITY,LIKELY_2020_PRIMARY,LIKELY_2020_GENERAL
3400,1,2,4,3,4,2,1,1, , ,2, , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3,2,2,2,1,3,1,1,3,1,2,3,2,5,5,"14                                                                                                                                                                                                                                            ",1,1, ,2,2,4,26,1,8,1,"       ", , , , , , ,1,1,2,"Decline to State",30, 59," ","Y",39,29,55,"P","P","N","P","A","P","P","A","08-JUN-2019 13:29:36",   447,1,"08-JUN-2019 13:29:36",1, 0.19452,2,2,1
3401,1,2,4,5,4,1,2,1, ,1, , ,3,1,2,1,2,3,1,3,3,1,1,3,2,3,3,3,3,3, 2,11,",13,                                           ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,3,2,1,2,1,2,1,2,2,2,1,2,1,1,4,2,1,2,2,2,3,1,1,2,1,2,1, ,5,5,"1                                                                                                                                                                                                                                             ",1,1, ,2,2,3,24,2,7,1,"       ", , , , , , ,2,2,2,"        Democrat",19, 37," "," ",37,30,54,"N","N","N","N","N","N","N","P","08-JUN-2019 13:30:37",   913,1,"08-JUN-2019 13:30:37",1, 0.19461,2,1,1
3402,1,2,4,4,5,2,2,1, ,1, , ,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,3,3,3,13,10,",1,4,5,7,                                      ",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,3,3,2,1,2,2,2,1,1,1,1,4,2,1,2,2,1,2, ,2,1,1,3,1, ,3,2,"3                                                                                                                                                                                                                                             ",3,1, ,2,2,4,51,2,7,2,"      2",0,1,0,0,0,0,2,3,2,"        Democrat",19, 37," ","Y",43,26,62,"N","P","N","P","P","P","P","P","08-JUN-2019 13:31:12",  1942,1,"08-JUN-2019 13:31:12",1, 0.89611,3,1,1
3403,1,2,4,5,5,2,2,1, , ,1, ,2,1,1,3,3,2,1,3,2,1,3,3,1,2,3,2,3,2, 7,10,",4,                                            ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,1,3,3,1,1,1,2,2,1,1,3,1,1,4,3,1,2,3,2,2, ,2,4,1,3,1, ,4,5,"3                                                                                                                                                                                                                                             ",2,1, ,2,2,2,20,1,3,1,"       ", , , , , , ,2,1,1,"Decline to State",19, 37," "," ",43,35,62,"N","N","N","N","N","N","N","P","08-JUN-2019 13:31:24",   857,1,"08-JUN-2019 13:31:24",1, 0.67727,2,1,1
3404,1,2,4,3,3,2,2,3, ,3, , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , ,1,2,2,2,4,1,1,3,1,2,1, ,3,5,"14                                                                                                                                                                                                                                            ",2,1, ,2,1,2,21,1,4,2,"      1",1,0,0,0,0,0,2,3,3,"        Democrat",50, 99,"H","Y",10,12,21,"N","N","N","N","N","N","N","N","08-JUN-2019 13:31:44",   406,1,"08-JUN-2019 13:31:44",1, 1.83499,1,2,2
3405,1,2,4,5,5,1,2,1, ,1, , ,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2, 7, 2,",13,                                           ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,4,2,1,1,1,1,2, ,1,1,1,2,1, ,5,3,"5                                                                                                                                                                                                                                             ",1,1, ,2,2,1,62,2,2,2,"      1",1,0,0,0,0,0,4,4,4,"        Democrat",16, 31," ","Y",21,14,32,"N","N","N","N","N","N","N","A","08-JUN-2019 13:31:51",  1170,1,"08-JUN-2019 13:31:51",1, 2.02427,1,1,1
3406,1,2,4,4,5,2,2,2, ,2, , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3,2,1,2,1,3,1,1,2,1,2,1, ,5,2,"5years                                                                                                                                                                                                                                        ",3,2, ,2,2,1,39,2,3,2,"      3",0,0,1,0,0,0,2,2,2,"        Democrat",19, 37," "," ",28,26,50,"N","N","N","N","N","N","N","P","08-JUN-2019 13:32:04",   427,1,"08-JUN-2019 13:32:05",1, 2.45082,4,2,1
3407,1,1,2,3,3,3,1,2,3, , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,3,2,3,2,4,1,1,3,2,2,3,3,3,5,"25                                                                                                                                                                                                                                            ",2,2, ,2,2,3,31,1,8,2,"      3",0,0,1,0,0,0,2,2,2,"      Republican", 7, 13,"H","Y",11, 7,16,"N","N","N","N","A","A","N","N","08-JUN-2019 13:32:26",   280,1,"08-JUN-2019 13:32:27",1, 1.73868,4,2,2
3408,1,2,4,5,3,2,2,4, ,4, , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3,3,1,1,1,4,2,1,2,1,1,4,2,5,1,"0                                                                                                                                                                                                                                             ",1,1, ,2,2,3,32,2,7,2,"      3",0,0,1,0,0,0,2,1,2,"        Democrat",19, 37," ","Y",33,26,62,"N","N","N","N","P","A","N","A","08-JUN-2019 13:32:35",   463,1,"08-JUN-2019 13:32:37",1, 0.39314,4,2,1
3409,1,1,3,3,3,2,1,2, ,2, , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3,2,1,2,1,3,1,1,2,2,2,1, ,4,5,"4                                                                                                                                                                                                                                             ",3,1, ,2,1,4,19,2,5,2,"      1",1,0,0,0,0,0,2,3,3,"        Democrat",49, 97,"H","Y", 5, 2, 4,"N","N","N","N","N","N","N","N","08-JUN-2019 13:32:40",   462,1,"08-JUN-2019 13:32:40",1, 1.03240,1,2,2
3410,1,2,2,3,4,2,1,2, , , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,2,2,2,2,2, ,1,2,1,2,4,2,3,5,"5                                                                                                                                                                                                                                             ",2,1, ,2,2,2,21,1,5,2,"      3",0,0,1,0,0,0,2,2,2,"Decline to State",30, 59," ","Y",39,29,65,"N","N","N","N","N","A","N","N","08-JUN-2019 13:33:41",   597,1,"08-JUN-2019 13:33:42",1, 0.85730,4,2,2
3411,1,2,4,4,5,2,2,1, ,1, , ,3,2,2,3,2,3,1,3,3,3,1,3,1,3,3,3,2,3,13,11,",2,                                            ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,4,3,1,2,3,1,3,1,1,4,2,2,1, ,4,1,"Less than a year                                                                                                                                                                                                                              ",3,1, ,2,1,5,49,2,6,2,"      1",1,0,0,0,0,0,2,2,3,"        Democrat",50, 99," ","Y",10, 5,12,"P","P","N","P","A","A","N","P","08-JUN-2019 13:33:47",   769,1,"08-JUN-2019 13:33:47",1, 0.88784,1,1,1
3412,1,1,1,1,2,4,1,1,1, , ,1, , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,3,2,4,2,4,2,2,3,2,3,2, ,1,1,"3                                                                                                                                                                                                                                             ",1,1, ,1,2,4,50,1,3,2,"      1",1,0,0,0,0,0,2,3,3,"      Republican",34, 67," ","Y", 7, 1, 6,"N","A","N","N","N","A","A","A","08-JUN-2019 13:33:51",  1060,1,"08-JUN-2019 13:33:51",1, 3.32435,1,1,1
3413,1,2,4,5,5,2,1,1, , ,1, ,3,1,3,3,3,3,1,3,3,3,2,3,1,3,3,3,3,3, 7,13,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,1,1,1,1,1,2,1,1,1,1,4,3,1,2,3,2,2, ,1,2,1,1,3,2,4,3,"5                                                                                                                                                                                                                                             ",1,1, ,2,1,3,56,2,5,2,"      1",1,0,0,0,0,0,1,1,1,"Decline to State",39, 77," ","Y", 9, 5,13,"N","N","N","N","N","A","A","A","08-JUN-2019 13:34:17",  1700,1,"08-JUN-2019 13:34:17",1, 0.77266,1,1,1
3414,1,1,1,1,1,4,1,1,1, , ,2, , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,3,2,4,2,3,2,2,4,2,2,2, ,1,3,"13                                                                                                                                                                                                                                            ",3,1, ,2,1,4,42,2,6,1,"       ", , , , , , ,1,2,3,"      Republican",28, 55,"H","Y", 5, 3, 4,"N","P","A","P","N","A","A","A","08-JUN-2019 13:34:49",   576,1,"08-JUN-2019 13:34:50",1, 0.57230,2,1,1
3415,1,2,3,4,4,3,1,1, , , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2,2,3,2,3,1,2,3,2,2,3,1,2,3,"8                                                                                                                                                                                                                                             ",2,2, ,2,2,3,63,2,7,2,"      3",0,0,1,0,0,0,2,2,2,"           Other",30, 59," ","Y",48,34,72,"N","N","N","A","N","A","N","N","08-JUN-2019 13:35:15",  1405,1,"08-JUN-2019 13:35:15",1, 1.62887,4,2,1
3416,1,2,1,1,1,3,1,2, ,3, , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,3,2,3,2,2, ,1,2,2,2,1, ,3,2,"20                                                                                                                                                                                                                                            ",1,1, ,2,2,1,27,1,7,1,"       ", , , , , , ,1,2,2,"        Democrat",35, 69," "," ",20,12,30,"N","N","N","N","N","A","N","A","08-JUN-2019 13:35:34",   320,1,"08-JUN-2019 13:35:34",1, 0.84177,2,2,1
3417,1,2,4,5,5,1,2,1, ,1, , ,3,1,2,3,3,3,1,2,3,1,1,1,2,3,1,3,2,3, 2,11,",13,                                           ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,4,1,2,3,2,1,2,1,2,2,1,1,1,1,4,2,1,1,1,1,2, ,1,2,1,1,1, ,4,1,"13                                                                                                                                                                                                                                            ",3,2, ,2,2,3,70,2,7,2,"      1",1,0,0,0,0,0,2,3,2,"        Democrat",37, 73,"H","Y",50,38,75,"A","A","N","A","P","A","A","A","08-JUN-2019 13:36:20",  1012,1,"08-JUN-2019 13:36:22",1, 0.34838,1,1,1
3418,1,2,4,5,4,1,2,1, ,1, , ,3,1,2,2,3,3,1,3,2,3,2,2,2,3,3,3,3,3, 2, 7,",13,                                           ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,2,3,3,3,1,2,1,2,1,2,2,1,2,1,4,2,1,1,1,1,1, ,1,3,2,2,3,2,5,1,"0                                                                                                                                                                                                                                             ",1,1, ,2,2,5,30,1,7,2,"      1",1,0,0,0,0,0,4,3,4,"        Democrat",19, 37," ","Y",47,33,70,"N","N","N","N","N","N","N","N","08-JUN-2019 13:36:48",   562,1,"08-JUN-2019 13:36:48",1, 2.98205,1,2,2
3419,1,2,4,5,5,2,2,1, ,1, , ,3,1,1,3,3,3,2,3,3,3,1,3,1,3,3,3,3,3,11, 2,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,3,4,3,1,1,2,2,1,1,2,1,1,4,2,1,1,1,1,3,1,1,2,1,2,1, ,3,4,"7 years                                                                                                                                                                                                                                       ",4,1, ,2,2,3,83,2,3,2,"      1",1,0,0,0,0,0,2,2,3,"        Democrat",19, 37," ","Y",27,25,41,"N","N","N","N","N","A","N","A","08-JUN-2019 13:37:00",  1234,1,"08-JUN-2019 13:37:01",1, 5.85884,1,1,1
3420,1,1,4,5,3,3,1,1, , ,3, , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , ,2,2,3,2,3,1,1,3,1,2,3,1,2,5,"4                                                                                                                                                                                                                                             ",2,1, ,2,2,2,27,1,8,2,"      3",0,0,1,0,0,0,4,4,4,"Decline to State",36, 71," ","Y",35,20,52,"N","N","N","N","A","N","N","N","08-JUN-2019 13:37:02",   510,1,"08-JUN-2019 13:37:03",1, 1.01888,4,2,2
3421,1,1,2,3,4,2,1,3, , , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,2,2,2,2,2, ,1,3,1,2,3,2,4,1,"1                                                                                                                                                                                                                                             ",1,1, ,1,2,6,31,1,8,2,"      3",0,0,1,0,0,0,2,1,2,"Decline to State",43, 85," ","Y",18,13,24,"N","N","N","N","N","N","N","A","08-JUN-2019 13:37:29",   231,1,"08-JUN-2019 13:37:29",1, 0.53291,4,2,2
3422,1,2,1,1,1,4,1,1, , , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,3,2,4,2,4,2,1,4,2,1,2, ,1,1,"21                                                                                                                                                                                                                                            ",2,1, ,2,2,3,69,1,4,2,"      1",1,0,0,0,0,0,1,1,1,"           Other",15, 29,"H","Y",23,16,34,"N","A","N","A","N","A","A","A","08-JUN-2019 13:37:38",   840,1,"08-JUN-2019 13:37:38",1, 1.17551,1,2,1
3423,1,2,4,5,4,2,2,1, , ,1, ,2,1,2,1,1,1,1,3,3,3,1,1,1,3,1,3,3,3,13, 2,",1,3,8,9,16,                                   ",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,2,3,3,1,3,3,2,2,1,1,2,1,1,1,1,1,4,2,2,1,1,1,2, ,1,1,1,1,4,2,5,1,"17                                                                                                                                                                                                                                            ",1,1, ,2,2,4,71,2,8,2,"      1",1,0,0,0,0,0,3,3,3,"Decline to State", 9, 17,"H","Y", 4, 1, 5,"A","A","A","A","A","A","A","A","08-JUN-2019 13:38:13",  1525,1,"08-JUN-2019 13:38:14",1, 0.94374,1,1,1
3424,1,1,4,4,5,3,1,1, ,1, , ,1,2,2,2,1,3,2,1,3,1,2,1,1,3,3,3,3,1, 5,10,",2,4,7,                                        ",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,2,3,2,3,2,2,2,3,1,2,1,1,4,3,2,2,4,2,2, ,1,1,1,2,1, ,4,5,"14                                                                                                                                                                                                                                            ",1,1, ,2,2,5,22,1,6,2,"    1,6",1,0,0,0,0,0,2,3,3,"        Democrat",56,111,"H","Y",30,27,45,"N","N","N","N","A","A","A","A","08-JUN-2019 13:38:29",   669,1,"08-JUN-2019 13:38:30",1, 0.33267,1,1,1
